HSK_Level,Simplified,Pinyin,Frequency,POS,Meanings
7,清明,Qīng míng,33512,"t, a","Qingming or Pure Brightness, 5th of the 24 solar terms 二十四节气 5th-19th April | Pure Brightness Festival or Tomb Sweeping Day (in early April)"
7,清晰,qīng xī,4178,"a, ad",clear | distinct
7,清淡,qīng dàn,17042,a,"light (of food, not greasy or strongly flavored) | insipid | slack (sales)"
7,清真寺,qīng zhēn sì,17637,n,mosque
7,清脆,qīng cuì,31431,a,sharp and clear | crisp | melodious
7,清除,qīng chú,4835,"v, vn",to clear away | to eliminate | to get rid of
7,清静,qīng jìng,16392,"a, an",quiet | peaceful and quiet
7,渊源,yuān yuán,18462,n,origin | source | relationship
7,渔民,yú mín,16659,n,fisherman | fisher folk
7,渔船,yú chuán,13146,n,fishing boat
7,渗,shèn,14195,v,to seep | to ooze | to horrify
7,渗透,shèn tòu,8262,"v, vn","(lit. and fig.) to permeate | to seep into | (of a product, idea etc) to penetrate (in a population)"
7,渡过,dù guò,9731,v,to cross over | to pass through
7,渣子,zhā zi,40267,n,dregs | bits | dregs (of society)
7,温习,wēn xí,30799,v,to review (a lesson etc)
7,温室,wēn shì,13526,n,greenhouse
7,温度计,wēn dù jì,29216,n,thermometer | thermograph
7,温柔,wēn róu,3534,"a, an, ad",gentle and soft; tender; sweet (commonly used to describe a girl or woman)
7,温泉,Wēn quán,7424,n,"Arishang Nahiyisi or Wenquan county in Börtala Mongol autonomous prefecture 博尔塔拉蒙古自治州, Xinjiang"
7,温馨,wēn xīn,5716,"a, an",comfort | soft and fragrant | warm
7,港,Gǎng,3599,n,Hong Kong (abbr. for 港) | surname Gang
7,游船,yóu chuán,21760,n,pleasure boat | cruise ship
7,游览,yóu lǎn,12549,"v, vn",to go sightseeing | to tour | to visit
7,渺小,miǎo xiǎo,14611,"a, an",minute | tiny | negligible
7,湖泊,hú pō,18372,n,lake
7,湿度,shī dù,15617,n,humidity level
7,湿润,shī rùn,15795,"a, v",moist
7,溅,jiàn,9742,v,to splash
7,源于,yuán yú,9722,v,has its origins in
7,源头,yuán tóu,8224,n,source | fountainhead
7,源泉,yuán quán,13484,n,fountainhead | well-spring | water source
7,源源不断,yuán yuán bù duàn,18347,v,a steady flow (idiom); an unending stream
7,溜,liū,5659,"v, q, g",to slip away | to escape in stealth | to skate
7,溜达,liū da,16564,v,to stroll | to go for a walk
7,溢,yì,13031,v,to overflow | (literary) excessive | old variant of 镒
7,溶解,róng jiě,12802,v,to dissolve
7,滋味,zī wèi,5466,n,taste | flavor | feeling
7,滋润,zī rùn,11719,"v, a, an, vn",moist | humid | to moisten
7,滑冰,huá bīng,11501,"vn, v",to skate | skating
7,滑梯,huá tī,31034,n,(children's) sliding board | a slide
7,滑稽,huá jī,10569,a,"comical; funny; amusing (old pr. [gǔ jī]) | huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang"
7,滑雪,huá xuě,7323,"vn, v",to ski | skiing
7,滔滔不绝,tāo tāo bù jué,19862,v,unceasing torrent (idiom) | talking non-stop | gabbling forty to the dozen
7,滚动,gǔn dòng,14040,"v, vn",to roll | (to do sth) in a loop | to scroll (computing)
7,滞后,zhì hòu,22998,v,to lag behind
7,滞留,zhì liú,15567,v,"(of a person) to remain in (a place) (due to circumstances that prevent one leaving); to be stranded | (of sth that would typically dissipate, e.g. floodwater, pollutants) to remain; to linger"
7,满怀,mǎn huái,11120,v,to have one's heart filled with | (to collide) full on | (of farm animals) heavy with young
7,滥用,làn yòng,8841,"v, vn",to misuse | to abuse
7,滨海,Bīn hǎi,22018,n,"Binhai (place name) | Binhai New District, subprovincial district of Tianjin | Binhai county in Yancheng 盐城, Jiangsu"
7,漂,piāo,9779,v,to float | to drift
7,漆,qī,7339,"n, v","paint | lacquer | to paint (furniture, walls etc)"
7,演习,yǎn xí,6261,"vn, v",maneuver | exercise | practice
7,演变,yǎn biàn,9829,"v, vn",to develop | to evolve | development
7,演戏,yǎn xì,8399,v,to put on a play | to perform | fig. to pretend
7,演技,yǎn jì,9630,n,acting | performing skills
7,演播室,yǎn bō shì,17796,n,broadcasting studio
7,演示,yǎn shì,8584,"v, vn",to demonstrate | to show | presentation
7,演练,yǎn liàn,13826,"v, vn",to do a drill | to practice | training
7,演绎,yǎn yì,5431,"v, vn",(of a story etc) to unfold | to play out | to develop (a technique etc)
7,演艺圈,yǎn yì quān,16822,n,show business
7,演说,yǎn shuō,10349,"vn, v",speech | to deliver a speech
7,漠然,mò rán,37792,z,indifferent | apathetic | cold
7,漫,màn,7395,v,free | unrestrained | to inundate
7,漫游,màn yóu,14554,"vn, v",to travel around | to roam | (mobile telephony) roaming
7,潇洒,xiāo sǎ,10096,"a, ad",confident and at ease | free and easy
7,潜在,qián zài,5425,b,hidden | potential | latent
7,潜水,qián shuǐ,10234,"vn, v",to dive | to go under water | (in an online forum) to lurk
7,潜移默化,qián yí mò huà,31990,v,imperceptible influence | to influence secretly
7,潜能,qián néng,12154,n,potential | hidden capability
7,潜艇,qián tǐng,8080,n,submarine
7,潦草,liáo cǎo,48109,a,slipshod; careless; slovenly | (of handwriting) scrawly; illegible
7,澄清,chéng qīng,8124,"v, vn",clear (of liquid) | limpid | to clarify
7,激光,jī guāng,6471,n,laser
7,激励,jī lì,4775,"v, vn",to encourage | to urge | motivation
7,激化,jī huà,23722,"v, vn",to intensify
7,激发,jī fā,6298,"v, vn",to arouse | to stimulate | (physics) to excite
7,激活,jī huó,6647,v,to activate
7,激素,jī sù,7000,n,hormone
7,激起,jī qǐ,10351,v,to arouse | to evoke | to cause
7,瀑布,pù bù,10033,n,waterfall
7,灌,guàn,5446,"v, g",to irrigate | to pour | to install (software)
7,灌溉,guàn gài,15731,"vn, v",to irrigate
7,灌输,guàn shū,14201,"v, vn",to imbue with | to inculcate | to instill into
7,火候,huǒ hou,22245,n,heat control | (fig.) mastery | (fig.) crucial moment
7,火山,huǒ shān,10871,n,volcano
7,火暴,huǒ bào,37646,a,variant of 爆
7,火炬,huǒ jù,6541,n,(flaming) torch
7,火热,huǒ rè,9839,"z, a",fiery | burning | fervent
7,火焰,huǒ yàn,6741,n,blaze | flame
7,火花,huǒ huā,9503,n,spark | sparkle
7,火药,huǒ yào,15036,n,gunpowder
7,火辣辣,huǒ là là,27799,z,painful heat | scorching | painful heat
7,火速,huǒ sù,18971,d,at top speed | at a tremendous lick
7,火锅,huǒ guō,15037,n,hotpot
7,灭亡,miè wáng,11523,v,to be destroyed | to become extinct | to perish
7,灭绝,miè jué,12237,"v, vn",to become extinct; to die out | to lose (sth abstract) completely | to exterminate
7,灯泡,dēng pào,11742,n,light bulb | see also 电灯泡 | third-wheel or unwanted third party spoiling a couple's date (slang)
7,灯笼,dēng lóng,17051,n,lantern
7,灰,huī,2914,"g, n, a",ash | dust | lime
7,灰尘,huī chén,10301,n,dust
7,灰心,huī xīn,20767,"a, v",to lose heart | to be discouraged
7,灵,líng,2026,"a, g",quick | alert | efficacious
7,灵巧,líng qiǎo,21037,"a, an",deft | nimble | ingenious
7,灵感,líng gǎn,4591,n,inspiration | insight | a burst of creativity in scientific or artistic endeavor
7,灵敏,líng mǐn,13980,"a, an",smart | clever | sensitive
7,灵机一动,líng jī yī dòng,32503,v,a bright idea suddenly occurs (idiom); to hit upon an inspiration | to be struck by a brainwave
7,灵通,líng tōng,15005,a,fast and abundant (news) | clever | effective
7,灵魂,líng hún,2579,n,soul | spirit
7,灼热,zhuó rè,26169,z,burning hot; scorching
7,灿烂,càn làn,7167,a,to glitter | brilliant | splendid
7,炉子,lú zi,16127,n,stove | oven | furnace
7,炉灶,lú zào,39198,n,stove
7,炎热,yán rè,14826,a,blistering hot | sizzling hot (weather)
7,炎症,yán zhèng,14732,n,inflammation
7,炖,dùn,6833,v,to stew
7,炫耀,xuàn yào,7910,v,dazzling | to show off | to flaunt
7,炭,tàn,13259,n,wood charcoal | coal
7,点击率,diǎn jī lu:4,1000000,,click-through rate (CTR) (Internet)
7,点子,diǎn zi,9273,n,spot | point | dot
7,点心,diǎn xin,8628,n,light refreshments | pastry | dim sum (in Cantonese cooking)
7,点火,diǎn huǒ,11102,"v, vn",to ignite | to light a fire | to agitate
7,点缀,diǎn zhuì,15531,"v, vn",to decorate | to adorn | sprinkled
7,点评,diǎn píng,11757,"v, vn",to comment | a point by point commentary
7,炼,liàn,10362,v,to refine | to smelt
7,烈士,liè shì,11928,n,martyr
7,烘干,hōng gān,18403,"v, vn",to dry over a stove
7,烘托,hōng tuō,38737,v,background (of a painting) | backdrop | a foil (to set off something to advantage)
7,烟囱,yān cōng,15613,n,chimney
7,烟火,yān huǒ,14459,n,smoke and fire | fireworks
7,烤,kǎo,3259,"v, vn",to roast | to bake | to broil
7,烦恼,fán nǎo,4038,"an, a",to be worried | to be distressed | worries
7,烦躁,fán zào,9700,a,jittery | twitchy | fidgety
7,烦闷,fán mèn,33920,a,moody; gloomy
7,烧毁,shāo huǐ,11071,v,to burn | to burn down
7,烧烤,shāo kǎo,7139,"vn, v",barbecue | to roast
7,烫,tàng,4676,"v, a",to scald | to burn (by scalding) | to blanch (cooking)
7,热带,rè dài,8536,n,the tropics | tropical
7,热气,rè qì,17239,n,steam | heat
7,热气球,rè qì qiú,19181,n,hot air balloon
7,热潮,rè cháo,12716,n,upsurge | popular craze
7,热腾腾,rè téng téng,24091,z,steaming hot | (fig.) bustling | hectic
7,热衷,rè zhōng,12985,v,to feel strongly about | to be fond of | obsession
7,烹调,pēng tiáo,18661,"v, vn",to cook
7,焊,hàn,14141,v,to weld | to solder
7,焕发,huàn fā,21881,v,to shine | to glow | to irradiate
7,焚烧,fén shāo,14307,v,to burn | to set on fire
7,焦,Jiāo,4965,"a, g",surname Jiao
7,焦急,jiāo jí,13443,"a, ad",anxiety | anxious
7,焦虑,jiāo lu:4,6011,"a, an",anxious | worried | apprehensive
7,焦距,jiāo jù,22367,n,focal length | focal distance
7,焦躁,jiāo zào,20658,"a, an",fretful | impatient
7,焰火,yàn huǒ,18440,n,fireworks
7,煎,jiān,5908,"v, vn",to pan fry | to sauté
7,煤炭,méi tàn,16613,n,coal
7,煤矿,méi kuàng,9276,n,coal mine | coal seam
7,照例,zhào lì,25802,d,as a rule | as usual | usually
7,照办,zhào bàn,21771,v,to follow the rules | to do as instructed | to play by the book
7,照常,zhào cháng,15387,v,as usual
7,照料,zhào liào,11806,"v, vn",to tend | to take care of sb
7,照明,zhào míng,11661,"n, v",lighting | illumination | to light up
7,煲,bāo,14364,v,to cook slowly over a low flame | pot | saucepan
7,煽动,shān dòng,14589,"v, vn",to incite | to instigate
7,熄火,xī huǒ,18547,v,"(of fire, lamp etc) to go out | to put out (fire) | (fig.) to die down"
7,熏,xūn,7339,v,to smoke | to fumigate | to assail the nostrils
7,熏陶,xūn táo,25457,"vn, v",to seep in | to influence | to nurture
7,熙熙攘攘,xī xī rǎng rǎng,30846,v,bustling with activity (idiom)
7,熬,āo,4418,v,to boil | to simmer
7,熬夜,áo yè,9364,v,to stay up late or all night
7,燃放,rán fàng,24304,v,to light | to set off (firecrackers etc)
7,燃气,rán qì,18804,n,"fuel gas (coal gas, natural gas, methane etc)"
7,燃油,rán yóu,11633,n,fuel oil
7,燕子,yàn zi,18534,n,swallow
7,爆冷门,bào lěng mén,84475,v,an upset (esp. in sports) | unexpected turn of events | to pull off a coup
7,爆满,bào mǎn,24881,v,"filled to capacity (of theater, stadium, gymnasium etc)"
7,爆竹,bào zhú,16172,n,firecracker
7,爪子,zhuǎ zi,12261,n,(animal's) claw
7,爱不释手,ài bù shì shǒu,26355,v,(idiom) to like sth so much that one is reluctant to put it down; to find sth utterly irresistible
7,爱惜,ài xī,20535,v,to cherish | to treasure | to use sparingly
7,爱理不理,ài lǐ bù lǐ,69479,v,(idiom) standoffish; indifferent
7,爱面子,ài miàn zi,44438,a,to like to look good in the eyes of others; sensitive about how one is regarded by others; proud
7,爵士,jué shì,6119,n,knight | Sir | (loanword) jazz
7,爹,diē,4503,n,dad
7,爽快,shuǎng kuai,16589,a,refreshed | rejuvenated | frank and straightforward
7,片子,piān zi,5039,n,film | movie | film reel
7,片段,piàn duàn,7400,n,fragment (of speech etc) | extract (from book etc) | episode (of story etc)
7,牌照,pái zhào,8347,n,(business) license | vehicle license | car registration
7,牙膏,yá gāo,9450,n,toothpaste
7,牙齿,yá chǐ,4626,n,tooth | dental
7,牡丹,Mǔ dan,19467,n,"Mudan District of Heze City 菏泽市, Shandong | Mutan township in Pingtung County 屏东县, Taiwan"
7,牢固,láo gù,11270,a,firm | secure
7,牢牢,láo láo,9553,d,firmly | safely
7,牢记,láo jì,12490,v,to keep in mind | to remember
7,牧场,mù chǎng,13472,n,pasture | grazing land | ranch
7,牧民,mù mín,29102,n,herdsman
7,物体,wù tǐ,7517,n,object; body; substance
7,物流,wù liú,34629,n,distribution (business) | logistics
7,物证,wù zhèng,17180,n,material evidence
7,物资,wù zī,9165,n,goods | supplies
7,牲畜,shēng chù,14622,n,domesticated animals | livestock
7,牵制,qiān zhì,17412,"v, vn",to control | to curb | to restrict
7,牵头,qiān tóu,25971,v,to lead (an animal by the head) | to take the lead | to coordinate (a combined operation)
7,牵扯,qiān chě,11586,v,to involve | to implicate | to be interrelated
7,牵挂,qiān guà,10869,"v, vn",to worry about | to be concerned about
7,牵涉,qiān shè,10987,v,to involve | implicated
7,特产,tè chǎn,21019,n,special local product | (regional) specialty
7,特例,tè lì,25371,n,special case | isolated example
7,特制,tè zhì,12498,"b, v",special | unique
7,特权,tè quán,8533,n,prerogative | privilege | privileged
7,特质,tè zhì,9755,n,characteristic | special quality
7,特邀,tè yāo,19944,"vn, v",special invitation
7,特长,tè cháng,10629,n,personal strength | one's special ability or strong points
7,犯愁,fàn chóu,38579,v,to worry | to be anxious
7,状元,zhuàng yuán,23703,n,top scorer in the palace examination (highest rank of the Imperial examination system) | see 眼 and 花 | top scorer in college entrance examination 考
7,犹如,yóu rú,9172,v,similar to; like
7,犹豫不决,yóu yù bù jué,18782,v,hesitancy | indecision | to waver
7,狂欢,kuáng huān,5805,"v, vn",party | carousal | hilarity
7,狂欢节,kuáng huān jié,13356,n,carnival
7,狂热,kuáng rè,8734,"a, an",zealotry | fanatical | feverish
7,狡猾,jiǎo huá,10112,"a, an",crafty; cunning; sly
7,独,dú,3635,"d, a",alone | independent | single
7,独一无二,dú yī wú èr,8494,l,unique and unmatched (idiom); unrivalled | nothing compares with it
7,独唱,dú chàng,22679,"vn, v",(in singing) solo | to solo
7,独家,dú jiā,6451,"d, b",exclusive
7,独立自主,dú lì zì zhǔ,26162,v,independent and autonomous (idiom); self-determination | to act independently | to maintain control over one's own affairs
7,独身,dú shēn,23623,n,unmarried | single
7,狭小,xiá xiǎo,17182,a,narrow
7,狭窄,xiá zhǎi,10765,a,narrow
7,狭隘,xiá ài,17946,a,narrow | tight | narrow minded
7,狮子,Shī zǐ,4295,n,"Leo (star sign) | Shihtzu township in Pingtung County 屏东县, Taiwan"
7,狼,láng,2421,n,wolf
7,狼狈,láng bèi,16266,"an, ad",in a difficult situation | to cut a sorry figure | scoundrel! (derog.)
7,猎人,liè rén,9488,n,hunter
7,猎犬,liè quǎn,25647,n,hound | hunting dog
7,猖狂,chāng kuáng,23389,"a, ad",savage | furious
7,猛烈,měng liè,9642,"a, ad",fierce; violent; vigorous; intense
7,猛然,měng rán,20301,d,suddenly | abruptly
7,猜想,cāi xiǎng,9517,"v, vn",to guess; to conjecture; to suppose | (math.) hypothesis
7,猜谜,cāi mí,30752,v,to answer a riddle | to guess (i.e. form an opinion without much evidence)
7,猩猩,xīng xing,15070,n,orangutan | (slang) dialect speaker whose speech is corrupted by Standard Mandarin
7,献血,xiàn xuè,14055,"v, vn",to donate blood
7,玄,xuán,10533,a,black | mysterious
7,玄机,xuán jī,24532,n,profound theory (in Daoism and Buddhism) | mysterious principles
7,率,lu:4,2786,"v, k",rate | frequency
7,王国,wáng guó,7263,"n, nr",kingdom | realm
7,王牌,wáng pái,13076,"n, nz",trump card
7,玩意儿,wán yì r,14169,,erhua variant of 意
7,玩耍,wán shuǎ,10026,v,to play (as children do) | to amuse oneself
7,玫瑰,méi guī,3964,n,rugosa rose (shrub) (Rosa rugosa) | rose flower
7,环球,huán qiú,6667,"n, nz",around the world | worldwide
7,环绕,huán rào,10875,"v, vn",to surround | to circle | to revolve around
7,现任,xiàn rèn,10005,"b, v",to occupy a post currently | current (president etc) | incumbent
7,现成,xiàn chéng,16759,b,ready-made | readily available
7,现行,xiàn xíng,11397,b,to be in effect | in force | current
7,珍藏,zhēn cáng,12362,"v, n",a collection of rare and valuable items | to collect (such items)
7,珍视,zhēn shì,22928,"v, vn",to place great importance on | to treasure
7,珍重,zhēn zhòng,35184,v,precious | extremely valuable | (honorific) Please take good care of yourself!
7,理事,lǐ shì,19238,n,member of council | (literary) to take care of matters
7,理会,lǐ huì,9075,v,to understand | to pay attention to | to take notice of
7,理念,lǐ niàn,4867,n,idea | concept | philosophy
7,理性,lǐ xìng,5194,n,reason | rationality | rational
7,理所当然,lǐ suǒ dāng rán,10068,l,as it should be by rights (idiom); proper and to be expected as a matter of course | inevitable and right
7,理直气壮,lǐ zhí qì zhuàng,37289,l,in the right and self-confident (idiom); bold and confident with justice on one's side | to have the courage of one's convictions | just and forceful
7,理睬,lǐ cǎi,16350,"v, vn",to heed | to pay attention to
7,理科,lǐ kē,16024,n,the sciences (as opposed to the humanities 科)
7,琢磨,zhuó mó,8593,v,to carve and polish (jade) | to polish and refine a literary work
7,瑞雪,ruì xuě,47630,,timely snow
7,瑰宝,guī bǎo,35933,n,gem | (fig.) rare and valuable item | gem
7,瓜分,guā fēn,26284,v,to partition | to divide up
7,瓜子,guā zǐ,22538,n,"melon seed | seeds of pumpkin, watermelon or sunflower etc, roasted and flavored, consumed as a snack"
7,瓦,wǎ,3722,"n, q",roof tile | abbr. for 特
7,瓶颈,píng jǐng,17291,n,neck of a bottle | (fig.) bottleneck | problem that impedes progress
7,瓷,cí,15394,g,chinaware | porcelain | china
7,瓷器,cí qì,12404,n,chinaware | porcelain
7,甘心,gān xīn,17629,v,to be willing to | to resign oneself to
7,甚至于,shèn zhì yú,24305,d,so much (that) | even (to the extent that)
7,甜头,tián tou,16846,n,"sweet taste (of power, success etc) | benefit"
7,甜美,tián měi,6581,"a, an",sweet | pleasant | happy
7,甜蜜,tián mì,4680,"a, an",sweet | happy
7,生前,shēng qián,8621,t,(of a deceased) during one's life | while living
7,生命线,shēng mìng xiàn,28405,n,lifeline
7,生平,shēng píng,15961,n,life (a person's whole life) | in one's entire life
7,生态,shēng tài,7354,n,ecology
7,生怕,shēng pà,20681,v,to fear | afraid | extremely nervous
7,生效,shēng xiào,7791,v,to take effect | to go into effect
7,生机,shēng jī,12377,n,opportunity to live | to reprieve from death | life force
7,生死,shēng sǐ,5796,"n, v",life or death
7,生涯,shēng yá,4401,n,career | life (way in which sb lives) | period of one's life
7,生物,shēng wù,2117,n,organism | living creature | life form
7,生理,shēng lǐ,5461,n,physiology
7,生硬,shēng yìng,23872,a,stiff | harsh
7,生育,shēng yù,8140,"vn, v",to bear | to give birth | to grow
7,用人,yòng rén,15824,"vn, v",servant | to employ sb for a job | to manage people
7,用力,yòng lì,6274,"ad, a, v",to exert oneself physically
7,用功,yòng gōng,19231,"a, v",diligent | industrious (in one's studies) | to study hard
7,用意,yòng yì,14706,n,intention | purpose
7,用餐,yòng cān,10715,"v, vn",to eat a meal
7,甩,shuǎi,3672,v,to throw | to fling | to swing
7,由来,yóu lái,22702,n,origin
7,由此可见,yóu cǐ kě jiàn,37325,c,"from this, it can be seen that..."
7,由此看来,yóu cǐ kàn lái,57699,l,thereby | judging from this
7,由衷,yóu zhōng,14868,"d, b",heartfelt | sincere | unfeigned
7,申办,shēn bàn,12953,,to apply for | to bid for
7,申报,shēn bào,11184,"v, vn",to report (to the authorities) | to declare (to customs)
7,申领,shēn lǐng,11401,,"to apply (for license, visa etc)"
7,电信,diàn xìn,11442,n,telecommunications
7,电报,diàn bào,10309,n,telegram | cable | telegraph
7,电线,diàn xiàn,8932,n,wire | power cord
7,电网,diàn wǎng,11688,n,electricity grid; power grid | electrified wire netting
7,电讯,diàn xùn,18682,n,telecommunications | telecom
7,电铃,diàn líng,64108,n,electric bell
7,画册,huà cè,22582,n,picture album
7,画展,huà zhǎn,20576,n,art exhibition
7,画蛇添足,huà shé tiān zú,47111,l,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous | to overdo it
7,画龙点睛,huà lóng diǎn jīng,46401,v,to paint a dragon and dot in the eyes (idiom); fig. to add the vital finishing touch | the crucial point that brings the subject to life | a few words to clinch the point
7,畅谈,chàng tán,24091,v,to talk freely | to discuss without inhibition
7,畅销,chàng xiāo,11087,"v, a, an",to sell well | bestselling; chart-topping
7,界定,jiè dìng,16108,"v, vn",definition | to delimit
7,界线,jiè xiàn,18105,n,limits | bounds | dividing line
7,界限,jiè xiàn,8187,n,boundary
7,畏惧,wèi jù,11358,v,to fear | to dread | foreboding
7,畏缩,wèi suō,34781,v,to cower | to flinch | to quail
7,留心,liú xīn,13923,v,to be careful; to pay attention to
7,留念,liú niàn,20051,v,to keep as a souvenir | to recall fondly
7,留恋,liú liàn,13649,"v, vn",reluctant to leave | to hate to have to go | to recall fondly
7,留意,liú yì,6127,"v, vn",to be mindful | to pay attention to | to take note of
7,留神,liú shén,16844,v,to take care | to be careful
7,略,lu:è,5208,"d, g",brief; sketchy | outline; summary | to omit
7,略微,lu:è wēi,20310,d,a little bit | slightly
7,畸形,jī xíng,9330,"n, v",deformity | abnormality
7,疏导,shū dǎo,26988,"v, vn",to dredge | to open up a path for | to remove obstructions
7,疏忽,shū hu,12839,"vn, v",to neglect | to overlook | negligence
7,疏散,shū sàn,8792,"v, vn",to scatter | to disperse | to evacuate
7,疏通,shū tōng,19535,v,to unblock | to dredge | to clear the way
7,疑惑,yí huò,7683,"v, vn",to doubt | to distrust | unconvincing
7,疑点,yí diǎn,15992,n,a doubtful point
7,疑虑,yí lu:4,11913,"n, v",hesitation | misgivings | doubt
7,疗效,liáo xiào,13362,n,healing efficacy; healing effect
7,疗法,liáo fǎ,6021,n,therapy | treatment
7,疫苗,yì miáo,5922,n,vaccine
7,疯子,fēng zi,5682,n,madman | lunatic
7,疲倦,pí juàn,11450,"a, an",to tire | tired
7,疲劳,pí láo,7419,"a, an, ad",fatigue | wearily | weariness
7,疲惫,pí bèi,7555,"a, an, v, ad",beaten | exhausted | tired
7,疲惫不堪,pí bèi bù kān,23457,l,exhausted | fatigued to the extreme
7,病床,bìng chuáng,12666,n,hospital bed | sickbed
7,病症,bìng zhèng,13328,n,disease | illness
7,症结,zhēng jié,22958,n,hard lump in the abdomen (in Chinese medicine) | crux of an issue | main point in an argument
7,痒,yǎng,7367,a,variant of 痒 | to itch | to tickle
7,痕迹,hén jì,4154,n,vestige | mark | trace
7,痛心,tòng xīn,16344,a,grieved | pained
7,痰,tán,10069,n,phlegm | spittle
7,痴呆,chī dāi,11973,z,imbecility | dementia
7,痴心,chī xīn,32193,n,infatuation
7,痴迷,chī mí,12223,"v, vn",infatuated | obsessed
7,瘟疫,wēn yì,17960,n,plague; pestilence
7,瘫,tān,17190,v,paralyzed
7,瘫痪,tān huàn,8408,"v, vn","paralysis | be paralyzed (body, transportation, etc)"
7,瘾,yǐn,7327,"n, g",addiction | craving
7,癌,ái,6175,n,cancer | carcinoma | also pr. [yán]
7,癌症,ái zhèng,4759,n,cancer
7,登机,dēng jī,10431,"v, vn",to board a plane
7,登陆,dēng lù,4583,"v, vn",to land | to come ashore | to make landfall (of typhoon etc)
7,白白,bái bái,10131,d,in vain | to no purpose | for nothing
7,百分比,bǎi fēn bǐ,21781,n,percentage
7,百合,bǎi hé,10056,"n, nr",lily
7,百科全书,bǎi kē quán shū,22806,n,encyclopedia
7,皆,jiē,3500,d,all | each and every | in all cases
7,皇上,huáng shang,10429,n,the emperor | Your majesty the emperor | His imperial majesty
7,皇后,huáng hòu,5870,n,empress | imperial consort
7,皇室,huáng shì,11898,n,royal family | imperial household | member of the royal family
7,皇宫,huáng gōng,12458,n,imperial palace
7,皮带,pí dài,9985,n,strap | leather belt
7,皱,zhòu,7246,"v, n",to wrinkle | wrinkled | to crease
7,盈利,yíng lì,9004,"v, n, vn",profit | gain | to make profits
7,益处,yì chu,18403,n,benefit
7,盏,zhǎn,8983,"q, g",a small cup | classifier for lamps
7,监察,jiān chá,10495,"vn, v",to supervise | to control
7,监护,jiān hù,10041,"vn, v",to act as a guardian
7,监控,jiān kòng,3339,"vn, v",to monitor
7,监狱,jiān yù,3445,n,prison
7,监管,jiān guǎn,4931,"vn, v",to oversee | to take charge of | to supervise
7,监视,jiān shì,4951,"v, vn",to monitor | to keep a close watch over | surveillance
7,盖子,gài zi,15690,n,cover | lid | shell
7,盗,dào,5640,g,to steal | to rob | to plunder
7,盗窃,dào qiè,5770,"v, vn",to steal
7,盘算,pán suàn,17666,v,to plot | to scheme | to calculate
7,盛,Shèng,7003,"v, a, ad, g",surname Sheng
7,盛会,shèng huì,13107,n,pageant | distinguished meeting
7,盛大,shèng dà,6011,"b, a",grand | majestic | magnificent
7,盛开,shèng kāi,15581,v,blooming | in full flower
7,盛气凌人,shèng qì líng rén,44358,v,overbearing | arrogant bully
7,盟友,méng yǒu,13164,n,ally
7,目不转睛,mù bù zhuǎn jīng,27819,l,unable to take one's eyes off (idiom); to gaze steadily | to stare
7,目中无人,mù zhōng wú rén,32144,v,to consider everyone else beneath one (idiom); so arrogant that no-one else matters | condescending | to go about with one's nose in the air
7,目录,mù lù,7441,n,catalog | table of contents | directory (on computer hard drive)
7,目的地,mù dì dì,7131,n,destination (location)
7,目睹,mù dǔ,7713,v,to witness | to see at first hand | to see with one's own eyes
7,目瞪口呆,mù dèng kǒu dāi,19310,l,dumbstruck (idiom); stupefied | stunned
7,盯,dīng,2464,v,to watch attentively | to fix one's attention on | to stare at
7,盲目,máng mù,6842,"a, ad",blind | blindly | ignorant
7,直奔,zhí bèn,11138,v,to go straight to | to make a beeline for
7,直径,zhí jìng,10443,n,diameter
7,直至,zhí zhì,7255,v,lasting until | up till (the present)
7,直观,zhí guān,21729,a,direct observation | directly perceived through the senses | intuitive
7,直视,zhí shì,14441,"v, vn",to look straight at
7,直觉,zhí jué,7284,n,intuition
7,直达,zhí dá,14278,"v, vn","to reach (a place) directly | (transportation) to reach the destination without changing service or without stopping | (of a train, flight etc) direct; nonstop"
7,相传,xiāng chuán,22657,v,to pass on | to hand down | tradition has it that ...
7,相伴,xiāng bàn,9989,v,to accompany sb | to accompany each other
7,相依为命,xiāng yī wéi mìng,24505,v,mutually dependent for life (idiom); to rely upon one another for survival | interdependent
7,相对,xiāng duì,3673,"d, v, b",relatively | opposite | to resist
7,相对而言,xiāng duì ér yán,28925,c,relatively speaking | comparatively speaking
7,相差,xiāng chà,11680,v,to differ | discrepancy between
7,相当于,xiāng dāng yú,14927,v,equivalent to
7,相提并论,xiāng tí bìng lùn,17200,v,to discuss two disparate things together (idiom); to mention on equal terms | to place on a par with | (often with negatives: impossible to mention X in the same breath as Y)
7,相比之下,xiāng bǐ zhī xià,21165,v,by comparison
7,相约,xiāng yuē,16205,v,"to agree (on a meeting place, date etc) | to reach agreement | to make an appointment"
7,相继,xiāng jì,13859,d,in succession | following closely
7,相识,xiāng shí,8658,v,to get to know each other | acquaintance
7,相辅相成,xiāng fǔ xiāng chéng,39443,v,to complement one another (idiom)
7,相连,xiāng lián,9446,v,to link | to join | link
7,相通,xiāng tōng,15457,v,interlinked | connected | communicating
7,相遇,xiāng yù,5707,"v, vn",to meet | to encounter | to come across
7,盼,pàn,6757,v,to hope for | to long for | to expect
