simplified,vietnamese,pinyin,english,hsk_level
续,,xù,to continue; to replenish,7
酗酒,,xù jiǔ,heavy drinking; to get drunk; to drink to excess,7
絮叨,,xù dao,long-winded; garrulous; to talk endlessly without getting to the point,7
宣称,,xuān chēng,to assert; to claim,7
宣读,,xuān dú,to read out loud to an audience; a prepared speech (e.g. to a party conference),7
宣告,,xuān gào,to declare; to proclaim,7
宣誓,,xuān shì,to swear an oath (of office); to make a vow,7
宣泄,,xuān xiè,to drain (by leading off water); to unburden oneself; to divulge; to leak a secret,7
宣言,,xuān yán,declaration; manifesto,7
宣扬,,xuān yáng,to publicize; to advertise; to spread far and wide,7
喧哗,,xuān huá,hubbub; clamor; to make a racket,7
喧闹,,xuān nào,to make a noise; noisy,7
玄,,xuán,black; mysterious,7
玄机,,xuán jī,profound theory (in Daoism and Buddhism); mysterious principles,7
悬挂,,xuán guà,to suspend; to hang; (vehicle) suspension,7
悬念,,xuán niàn,"suspense in a movie, play etc; concern for sb's welfare",7
悬殊,,xuán shū,widely different; large disparity,7
悬崖,,xuán yá,precipice; overhanging cliff,7
旋律,,xuán lu:4,melody,7
旋涡,,xuán wō,spiral; whirlpool; eddy; vortex,7
选民,,xuǎn mín,voter; constituency; electorate,7
选项,,xuǎn xiàng,option; alternative; choice; to choose a project,7
选用,,xuǎn yòng,to choose for some purpose; to select and use,7
炫耀,,xuàn yào,dazzling; to show off; to flaunt,7
削,,xiāo,to peel with a knife; to pare; to cut (a ball at tennis etc),7
削弱,,xuē ruò,to weaken; to impair; to cripple,7
靴子,,xuē zi,boots,7
穴位,,xué wèi,acupuncture point; location of a grave,7
学历,,xué lì,educational background; academic qualifications,7
学士,,xué shì,bachelor's degree; person holding a university degree,7
学说,,xué shuō,theory; doctrine,7
学堂,,xué táng,college; school (old),7
学业,,xué yè,studies; schoolwork,7
学艺,,xué yì,to learn a skill or art,7
学子,,xué zǐ,(literary) student; scholar,7
雪山,,xuě shān,snow-capped mountain,7
雪上加霜,,xuě shàng jiā shuāng,(idiom) to make matters even worse; to add insult to injury,7
血脉,,xuè mài,blood vessels,7
血栓,,xuè shuān,blood clot; thrombus,7
血压,,xuè yā,blood pressure,7
血缘,,xuè yuán,bloodline,7
勋章,,xūn zhāng,medal; decoration,7
熏,,xūn,to smoke; to fumigate; to assail the nostrils; to perfume,7
熏陶,,xūn táo,to seep in; to influence; to nurture; influence; training,7
寻,,xún,to search; to look for; to seek,7
寻常,,xún cháng,usual; common; ordinary,7
寻觅,,xún mì,to look for,7
巡逻,,xún luó,"to patrol (police, army or navy)",7
驯,,xùn,to attain gradually; to tame; Taiwan pr. [xún],7
循序渐进,,xún xù jiàn jìn,"in sequence, step by step (idiom); to make steady progress incrementally",7
逊色,,xùn sè,"inferior (often in the combination 毫无逊色, not in the least inferior)",7
训,,xùn,to teach; to train; to admonish; instruction (from superiors); teachings; rule,7
丫头,,yā tou,"girl; servant girl; (used deprecatingly, but sometimes also as a term of endearment)",7
压倒,,yā dǎo,to overwhelm; to overpower; overwhelming,7
压缩,,yā suō,to compress; compression,7
压抑,,yā yì,to constrain or repress emotions; oppressive; stifling; depressing; repression,7
压制,,yā zhì,to suppress; to inhibit; to stifle,7
押,,yā,to mortgage; to pawn; to detain in custody; to escort and protect; (literary) to sign,7
鸦雀无声,,yā què wú shēng,lit. crow and peacock make no sound; absolute silence (idiom); not a single voice can be heard; absolute silence,7
牙齿,,yá chǐ,tooth; dental,7
牙膏,,yá gāo,toothpaste,7
芽,,yá,bud; sprout,7
哑,,yā,(onom.) sound of cawing; sound of infant learning to talk; variant of 呀,7
烟囱,,yān cōng,chimney,7
烟火,,yān huǒ,smoke and fire; fireworks,7
淹,,yān,to flood; to submerge; to drown; to irritate the skin (of liquids); to delay,7
延,,Yán,surname Yan,7
延缓,,yán huǎn,to defer; to postpone; to put off; to retard; to slow sth down,7
延误,,yán wu,to delay; to be held up; to miss (an opportunity); delay; holdup,7
严谨,,yán jǐn,rigorous; strict; careful; (of writing) well organized; meticulous,7
严禁,,yán jìn,to strictly prohibit,7
严峻,,yán jùn,grim; severe; rigorous,7
严密,,yán mì,"strict; tight (organization, surveillance etc)",7
言辞,,yán cí,words; expression; what one says,7
言论,,yán lùn,expression of opinion; views; remarks; arguments,7
言行,,yán xíng,words and actions; what one says and what one does,7
岩石,,yán shí,rock,7
沿岸,,yán àn,coastal area; littoral or riparian,7
沿途,,yán tú,along the sides of the road; by the wayside,7
沿线,,yán xiàn,along the line (e.g. railway); the region near the line,7
炎热,,yán rè,blistering hot; sizzling hot (weather),7
炎症,,yán zhèng,inflammation,7
研讨,,yán tǎo,discussion,7
阎王,,Yán wáng,"(Buddhism) Yama, the King of Hell; (fig.) cruel and tyrannical person",7
衍生,,yǎn shēng,to give rise to; to derive; derivative; derivation,7
掩盖,,yǎn gài,to conceal; to hide behind; to cover up,7
掩护,,yǎn hù,to screen; to shield; to cover; protection; cover,7
掩饰,,yǎn shì,to cover up; to conceal; to mask; to gloss over,7
眼红,,yǎn hóng,to covet; envious; jealous; green with envy; infuriated; furious,7
眼界,,yǎn jiè,ken; scope,7
眼色,,yǎn sè,signal made with one's eyes; meaningful glance,7
眼神,,yǎn shén,expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect),7
眼下,,yǎn xià,now; at present; subocular (medicine),7
演变,,yǎn biàn,to develop; to evolve; development; evolution,7
演播室,,yǎn bō shì,broadcasting studio,7
演技,,yǎn jì,acting; performing skills,7
演练,,yǎn liàn,to do a drill; to practice; training; drill,7
演示,,yǎn shì,to demonstrate; to show; presentation; demonstration,7
演说,,yǎn shuō,speech; to deliver a speech,7
演习,,yǎn xí,maneuver; exercise; practice; to maneuver,7
演戏,,yǎn xì,to put on a play; to perform; fig. to pretend; to feign,7
演艺圈,,yǎn yì quān,show business,7
演绎,,yǎn yì,(of a story etc) to unfold; to play out; to develop (a technique etc); to enact; (logic) to deduce; to infer,7
厌烦,,yàn fán,bored; fed up with sth; sick of sth,7
厌倦,,yàn juàn,to be weary of; to be fed up with; to be bored with,7
咽,,yān,throat; pharynx; narrow pass,7
咽喉,,yān hóu,throat,7
艳丽,,yàn lì,gorgeous; garish and beautiful,7
验,,yàn,variant of 验,7
验收,,yàn shōu,to inspect and accept; acceptance,7
验证,,yàn zhèng,to inspect and verify; experimental verification; to validate (a theory); to authenticate,7
焰火,,yàn huǒ,fireworks,7
燕子,,yàn zi,swallow,7
秧歌,,yāng ge,"Yangge, a popular rural folk dance",7
扬,,Yáng,abbr. for 扬州; surname Yang,7
阳性,,yáng xìng,positive; masculine,7
杨树,,yáng shù,poplar tree; various trees of genus Populus,7
洋溢,,yáng yì,brimming with; steeped in,7
养活,,yǎng huo,"to provide for; to keep (animals, a family etc); to raise animals; to feed and clothe; support; the necessities of life; to give birth",7
养老金,,yǎng lǎo jīn,pension,7
养老院,,yǎng lǎo yuàn,nursing home,7
养生,,yǎng shēng,to maintain good health; to raise a child or animal; curing (of concrete etc),7
养殖,,yǎng zhí,to cultivate; cultivation; to further; to encourage,7
氧,,yǎng,oxygen (chemistry),7
痒,,yǎng,variant of 痒; to itch; to tickle,7
样本,,yàng běn,sample; specimen,7
样品,,yàng pǐn,sample; specimen,7
妖怪,,yāo guài,monster; devil,7
邀,,yāo,to invite; to request; to intercept; to solicit; to seek,7
窑,,yáo,kiln; oven; coal pit; cave dwelling; (coll.) brothel,7
谣言,,yáo yán,rumor,7
摇摆,,yáo bǎi,to sway; to wobble; to waver,7
摇滚,,yáo gǔn,rock 'n' roll (music); to rock; to fall off,7
摇晃,,yáo huàng,to rock; to shake; to sway,7
摇篮,,yáo lán,cradle,7
摇摇欲坠,,yáo yáo yù zhuì,tottering; on the verge of collapse,7
遥控,,yáo kòng,to direct operations from a remote location; to remotely control,7
遥远,,yáo yuǎn,distant; remote,7
药材,,yào cái,medicinal ingredient,7
药方,,yào fāng,prescription,7
要不,,yào bù,otherwise; or else; how about...?; either... (or...),7
要不是,,yào bu shì,if it were not for; but for,7
要点,,yào diǎn,main point; essential,7
要害,,yào hài,vital part; (fig.) key point; crucial,7
要紧,,yào jǐn,important; urgent,7
要领,,yào lǐng,main aspects; essentials; gist,7
要命,,yào mìng,to cause sb's death; extremely; terribly; (used in complaining about sth) to be a nuisance,7
要强,,yào qiáng,eager to excel; eager to get ahead in life; strong-minded,7
钥匙,,yào shi,key,7
耀眼,,yào yǎn,to dazzle; dazzling,7
椰子,,yē zi,a coconut palm; a coconut,7
也就是说,,yě jiù shì shuō,in other words; that is to say; so; thus,7
野餐,,yě cān,picnic; to have a picnic,7
野炊,,yě chuī,to cook a meal over a campfire (usu. for a group of people on an outing); cookout,7
野蛮,,yě mán,barbarous; uncivilized,7
野兽,,yě shòu,beast; wild animal,7
野外,,yě wài,countryside; areas outside the city,7
野心,,yě xīn,ambition; wild schemes; careerism,7
野营,,yě yíng,to camp; field lodgings,7
业,,Yè,surname Ye,7
业绩,,yè jì,"achievement; accomplishment; (in more recent usage) performance (of a business, employee etc); results",7
夜班,,yè bān,night shift,7
夜市,,yè shì,night market,7
夜晚,,yè wǎn,night,7
夜校,,yè xiào,evening school; night school,7
夜以继日,,yè yǐ jì rì,night and day (idiom); continuous strenuous effort,7
夜总会,,yè zǒng huì,nightclub; nightspot,7
液晶,,yè jīng,liquid crystal,7
液体,,yè tǐ,liquid,7
一把手,,yī bǎ shǒu,working hand; member of a work team; participant; the boss (short form of 手),7
一不小心,,yī bù xiǎo xīn,to be a little bit careless; to have a moment of inattentiveness,7
一成不变,,yī chéng bù biàn,(idiom) immutable; impervious to change; set in stone,7
一筹莫展,,yī chóu mò zhǎn,to be unable to find a solution; to be at wits' end,7
一大早,,yī dà zǎo,at dawn; at first light; first thing in the morning,7
一动不动,,yī dòng bù dòng,motionless,7
一度,,yī dù,for a time; at one time; one time; once,7
一帆风顺,,yī fān fēng shùn,propitious wind throughout the journey (idiom); plain sailing; to go smoothly; have a nice trip!,7
一概,,yī gài,all; without any exceptions; categorically,7
一概而论,,yī gài ér lùn,to lump different matters together (idiom),7
一干二净,,yī gān èr jìng,thoroughly (idiom); completely; one and all; very clean,7
一个劲儿,,yī gè jìn r,erhua variant of 一个劲,7
一鼓作气,,yī gǔ zuò qì,in a spurt of energy,7
一锅粥,,yī guō zhōu,(lit.) a pot of porridge; (fig.) a complete mess,7
一晃,,yī huǎng,(of passing time) in an instant; (of a sight) in a flash,7
一回事,,yī huí shì,one and the same (thing); one thing (as distinct from another),7
一技之长,,yī jì zhī cháng,proficiency in a particular field (idiom); skill in a specialized area (idiom),7
一家人,,yī jiā rén,household; the whole family,7
一经,,yī jīng,as soon as; once (an action has been completed),7
一举,,yī jǔ,a move; an action; in one move; at a stroke; in one go,7
一举一动,,yī jǔ yī dòng,every movement; each and every move,7
一卡通,,Yī kǎ tōng,"the name of various contactless smart cards, notably Yikatong (mainly for public transport in Beijing) and iPASS (mainly for public transport in Taiwan)",7
一揽子,,yī lǎn zi,all-inclusive; undiscriminating,7
一连,,yī lián,in a row; in succession; running,7
一连串,,yī lián chuàn,a succession of; a series of,7
一毛不拔,,yī máo bù bá,stingy (idiom),7
一面,,yī miàn,one side; one aspect; simultaneously... (and...); one's whole face,7
一目了然,,yī mù liǎo rán,obvious at a glance (idiom),7
一年到头,,yī nián dào tóu,all year round,7
一旁,,yī páng,aside; to the side of,7
一如既往,,yī rú jì wǎng,just as in the past (idiom); as before; continuing as always,7
一刹那,,yī chà nà,a moment; an instant; in a flash,7
一声不吭,,yī shēng bù kēng,to not say a word,7
一事无成,,yī shì wú chéng,to have achieved nothing; to be a total failure; to get nowhere,7
一手,,yī shǒu,a skill; mastery of a trade; by oneself; without outside help,7
一瞬间,,yī shùn jiān,split second,7
一塌糊涂,,yī tā hú tu,muddled and completely collapsing (idiom); in an awful condition; complete shambles; a total mess,7
一体,,yī tǐ,an integral whole; all concerned; everybody,7
一天到晚,,yī tiān dào wǎn,all day long; the whole day,7
一头,,yī tóu,one head; a head full of sth; one end (of a stick); one side; headlong; directly; rapidly; simultaneously,7
一味,,yī wèi,blindly; invariably,7
一无所有,,yī wú suǒ yǒu,not having anything at all (idiom); utterly lacking; without two sticks to rub together,7
一无所知,,yī wú suǒ zhī,not knowing anything at all (idiom); completely ignorant; without an inkling,7
一系列,,yī xì liè,a series of; a string of,7
一线,,yī xiàn,front line,7
一心,,yī xīn,wholeheartedly; heart and soul,7
一心一意,,yī xīn yī yì,concentrating one's thoughts and efforts; single-minded; bent on; intently,7
一言不发,,yī yán bù fā,to not say a word (idiom),7
一言一行,,yī yán yī xíng,every word and action (idiom),7
一眼,,yī yǎn,a glance; a quick look; a glimpse,7
一一,,yī yī,one by one; one after another,7
一应俱全,,yī yīng jù quán,with everything needed available,7
一早,,yī zǎo,early in the morning; at dawn,7
一长一短,,yī cháng yī duǎn,talking endlessly; long-winded,7
一阵,,yī zhèn,a burst; a fit; a peal; a spell (period of time),7
伊斯兰教,,Yī sī lán jiào,Islam,7
衣食住行,,yī shí zhù xíng,"clothing, food, housing and transport (idiom); people's basic needs",7
医务,,yī wù,medical affairs,7
依,,yī,to depend on; to comply with or listen to sb; according to; in the light of,7
依托,,yī tuō,to rely on; to depend on; support,7
依依不舍,,yī yī bù shě,reluctant to part (idiom); broken-hearted at having to leave,7
仪表,,yí biǎo,appearance; bearing; meter (i.e. measuring instrument),7
怡然自得,,yí rán zì dé,happy and content (idiom),7
姨,,yí,mother's sister; aunt,7
移交,,yí jiāo,to transfer; to hand over,7
移植,,yí zhí,to transplant,7
遗留,,yí liú,to leave behind; to hand down,7
遗弃,,yí qì,to leave; to abandon,7
遗体,,yí tǐ,remains (of a dead person),7
遗忘,,yí wàng,to forget; to cease to think about (sb or sth) anymore,7
遗物,,yí wù,remnant,7
遗愿,,yí yuàn,final wishes of the departed,7
遗址,,yí zhǐ,ruins; historic relics,7
遗嘱,,yí zhǔ,testament; will,7
疑点,,yí diǎn,a doubtful point,7
疑惑,,yí huò,to doubt; to distrust; unconvincing; to puzzle over; misgivings; suspicions,7
疑虑,,yí lu:4,hesitation; misgivings; doubt,7
以,,yǐ,old variant of 以,7
以免,,yǐ miǎn,in order to avoid; so as not to,7
以身作则,,yǐ shēn zuò zé,to set an example (idiom); to serve as a model,7
以至于,,yǐ zhì yú,down to; up to; to the extent that...,7
以致,,yǐ zhì,to such an extent as to; down to; up to,7
矣,,yǐ,"classical final particle, similar to modern 了",7
倚,,yǐ,to lean on; to rely upon,7
义工,,yì gōng,volunteer worker; volunteer work,7
议,,yì,to comment on; to discuss; to suggest,7
议程,,yì chéng,agenda; agenda item,7
议会,,yì huì,parliament; legislative assembly,7
议员,,yì yuán,member (of a legislative body); representative,7
亦,,yì,also,7
屹立,,yì lì,to tower; to stand straight (of person's bearing),7
异口同声,,yì kǒu tóng shēng,"different mouths, same voice; to speak in unison (idiom)",7
异想天开,,yì xiǎng tiān kāi,to imagine the wildest thing; to indulge in fantasy,7
异性,,yì xìng,the opposite sex; of the opposite sex; heterosexual; different in nature,7
异议,,yì yì,objection; dissent,7
抑扬顿挫,,yì yáng dùn cuò,see 顿挫抑扬,7
抑郁,,yì yù,depressed; despondent; gloomy,7
抑郁症,,yì yù zhèng,clinical depression,7
抑制,,yì zhì,to inhibit; to keep down; to suppress,7
译,,yì,to translate; to interpret,7
易拉罐,,yì lā guàn,pull-top can; easy-open can (with ring-pull),7
疫苗,,yì miáo,vaccine,7
益处,,yì chu,benefit,7
意料,,yì liào,to anticipate; to expect; expectations,7
意料之外,,yì liào zhī wài,(idiom) contrary to expectation; unexpected,7
意图,,yì tú,intent; intention; to intend,7
意向,,yì xiàng,intention; purpose; intent; inclination; disposition,7
溢,,yì,to overflow; (literary) excessive; old variant of 镒,7
毅力,,yì lì,perseverance; willpower,7
毅然,,yì rán,firmly; resolutely; without hesitation,7
因人而异,,yīn rén ér yì,varying from person to person (idiom); different for each individual,7
阴暗,,yīn àn,dim; dark; overcast; darkness; shadow; (fig.) dismal; gloomy; somber; murky; shadowy (side),7
阴性,,yīn xìng,negative; feminine,7
音响,,yīn xiǎng,sound; acoustics; audio; hi-fi system; stereo sound system; abbr. for 组合音响,7
殷勤,,yīn qín,politely; solicitously; eagerly attentive,7
银幕,,yín mù,movie screen,7
引发,,yǐn fā,to lead to; to trigger; to initiate; to cause; to evoke (emotions),7
引经据典,,yǐn jīng jù diǎn,lit. to quote the classics; to quote chapter and verse (idiom),7
引领,,yǐn lǐng,to crane one's neck; to await eagerly; to lead; to show the way,7
引擎,,yǐn qíng,engine (loanword),7
引人入胜,,yǐn rén rù shèng,to enchant; fascinating,7
引人注目,,yǐn rén zhù mù,to attract attention; eye-catching; conspicuous,7
引入,,yǐn rù,to draw into; to pull into; to introduce,7
引用,,yǐn yòng,to quote; to cite; to recommend; to appoint; (computing) reference,7
引诱,,yǐn yòu,to coerce (sb into doing sth bad); to lure (into a trap); to seduce,7
饮水,,yǐn shuǐ,drinking water,7
饮用水,,yǐn yòng shuǐ,drinking water; potable water,7
隐蔽,,yǐn bì,to conceal; to hide; covert; under cover,7
隐患,,yǐn huàn,a danger concealed within sth; hidden damage; misfortune not visible from the surface,7
隐瞒,,yǐn mán,to conceal; to hide (a taboo subject); to cover up the truth,7
隐情,,yǐn qíng,sth one wishes to keep secret; ulterior motive; a subject best avoided,7
隐身,,yǐn shēn,to hide oneself; invisible (person or online status),7
隐形,,yǐn xíng,invisible,7
隐性,,yǐn xìng,hidden; crypto-; recessive (gene),7
隐约,,yǐn yuē,vague; faint; indistinct,7
瘾,,yǐn,addiction; craving,7
印刷术,,yìn shuā shù,printing; printing technology,7
印章,,yìn zhāng,seal; signet; chop; stamp,7
印证,,yìn zhèng,to confirm; to corroborate; to verify; proof; evidence,7
应酬,,yìng chou,to engage in social activities; to socialize; dinner party; banquet; social engagement,7
应付,,yìng fu,to deal with; to cope,7
应聘,,yìng pìn,to accept a job offer; to apply for an advertised position,7
应邀,,yìng yāo,at sb's invitation; on invitation,7
应有尽有,,yīng yǒu jìn yǒu,everything that should be here is here (idiom); all one can think of is on hand; to have all one needs,7
英镑,,Yīng bàng,pound sterling,7
英俊,,yīng jùn,handsome,7
婴儿,,yīng ér,infant; baby; lead (Pb),7
鹰,,yīng,eagle; falcon; hawk,7
迎,,yíng,to welcome; to meet; to forge ahead (esp. in the face of difficulties); to meet face to face,7
迎合,,yíng hé,to cater to; to pander to,7
盈利,,yíng lì,profit; gain; to make profits,7
荧光,,yíng guāng,fluorescence; fluorescent,7
营救,,yíng jiù,to rescue,7
营造,,yíng zào,to build (housing); to construct; to make,7
赢家,,yíng jiā,winner,7
影像,,yǐng xiàng,image,7
映,,yìng,to reflect (light); to shine; to project (an image onto a screen etc),7
硬币,,yìng bì,coin,7
硬朗,,yìng lǎng,robust; healthy,7
硬盘,,yìng pán,hard disk,7
拥护,,yōng hù,to endorse; to support,7
拥挤,,yōng jǐ,crowded; to throng; congestion,7
庸俗,,yōng sú,vulgar; tacky; tawdry,7
永不,,yǒng bù,never; will never,7
永恒,,yǒng héng,eternal; everlasting; fig. to pass into eternity (i.e. to die),7
永久,,yǒng jiǔ,everlasting; perpetual; lasting; forever; permanent,7
勇往直前,,yǒng wǎng zhí qián,to advance bravely,7
勇于,,yǒng yú,to dare to; to be brave enough to,7
涌,,chōng,(used in place names),7
涌入,,yǒng rù,to come pouring in; influx,7
涌现,,yǒng xiàn,to emerge in large numbers; to spring up; to emerge prominently,7
踊跃,,yǒng yuè,to leap; to jump; eager; enthusiastically,7
用餐,,yòng cān,to eat a meal,7
用功,,yòng gōng,diligent; industrious (in one's studies); to study hard; to make great effort,7
用力,,yòng lì,to exert oneself physically,7
用人,,yòng rén,servant; to employ sb for a job; to manage people; to be in need of staff,7
用意,,yòng yì,intention; purpose,7
优,,yōu,excellent; superior,7
优化,,yōu huà,to optimize,7
优雅,,yōu yǎ,grace; graceful,7
优异,,yōu yì,exceptional; outstandingly good,7
优越,,yōu yuè,superior; superiority,7
忧愁,,yōu chóu,to be worried,7
忧虑,,yōu lu:4,to worry; anxiety (about),7
忧郁,,yōu yù,sullen; depressed; melancholy; dejected,7
悠久,,yōu jiǔ,"long (tradition, history etc)",7
悠闲,,yōu xián,variant of 悠闲; leisurely,7
尤为,,yóu wéi,especially,7
由此看来,,yóu cǐ kàn lái,thereby; judging from this,7
由此可见,,yóu cǐ kě jiàn,"from this, it can be seen that...",7
由来,,yóu lái,origin,7
由衷,,yóu zhōng,heartfelt; sincere; unfeigned,7
犹如,,yóu rú,similar to; like,7
犹豫不决,,yóu yù bù jué,hesitancy; indecision; to waver,7
邮编,,yóu biān,postal code; zip code,7
邮政,,yóu zhèng,postal service; postal,7
油画,,yóu huà,oil painting,7
游船,,yóu chuán,pleasure boat; cruise ship,7
游览,,yóu lǎn,to go sightseeing; to tour; to visit,7
有朝一日,,yǒu zhāo yī rì,one day; sometime in the future,7
有待,,yǒu dài,not yet (done); pending,7
有的放矢,,yǒu dì fàng shǐ,lit. to have a target in mind when shooting one's arrows (idiom); fig. to have a clear objective,7
有机,,yǒu jī,organic,7
有口无心,,yǒu kǒu wú xīn,to speak harshly but without any bad intent (idiom),7
有两下子,,yǒu liǎng xià zi,to have real skill; to know one's stuff,7
有声有色,,yǒu shēng yǒu sè,having sound and color (idiom); vivid; dazzling,7
有所,,yǒu suǒ,somewhat; to some extent,7
有所不同,,yǒu suǒ bù tóng,to differ to some extent (idiom),7
有望,,yǒu wàng,hopeful; promising,7
有效期,,yǒu xiào qī,period of validity; sell-by date,7
有幸,,yǒu xìng,fortunately,7
有序,,yǒu xù,regular; orderly; successive; in order,7
有益,,yǒu yì,useful; beneficial; profitable,7
有意,,yǒu yì,to intend; intentionally; interested in,7
有助于,,yǒu zhù yú,to contribute to; to promote,7
幼稚,,yòu zhì,young; childish; puerile,7
诱饵,,yòu ěr,bait,7
诱发,,yòu fā,to induce; to cause; to elicit; to trigger,7
诱惑,,yòu huò,to entice; to lure; to induce; to attract,7
诱人,,yòu rén,attractive; alluring; captivating,7
友情,,yǒu qíng,friendly feelings; friendship,7
友人,,yǒu rén,friend,7
友善,,yǒu shàn,friendly,7
余,,Yú,surname Yu,7
余地,,yú dì,margin; leeway,7
余额,,yú é,"balance (of an account, bill etc); surplus; remainder",7
渔船,,yú chuán,fishing boat,7
渔民,,yú mín,fisherman; fisher folk,7
逾期,,yú qī,to be overdue; to fail to meet a deadline; to be behind in doing sth,7
愚蠢,,yú chǔn,silly; stupid,7
愚公移山,,yú gōng yí shān,"the old man moves mountains (idiom); fig. where there's a will, there's a way",7
舆论,,yú lùn,public opinion,7
与此同时,,yǔ cǐ tóng shí,at the same time; meanwhile,7
与否,,yǔ fǒu,whether or not (at the end of a phrase),7
与其,,yǔ qí,"rather than...; 与其 A 如 B (rather than A, better to B)",7
与日俱增,,yǔ rì jù zēng,to increase steadily; to grow with each passing day,7
与时俱进,,yǔ shí jù jìn,abreast of modern developments; to keep up with the times; progressive; timely,7
与众不同,,yǔ zhòng bù tóng,to stand out from the masses (idiom),7
予以,,yǔ yǐ,to give; to impose; to apply,7
宇宙,,yǔ zhòu,universe; cosmos,7
语气,,yǔ qì,tone; manner of speaking; mood,7
浴室,,yù shì,bathroom (room used for bathing),7
预定,,yù dìng,to schedule in advance,7
预感,,yù gǎn,to have a premonition; premonition,7
预告,,yù gào,to forecast; to predict; advance notice,7
预见,,yù jiàn,to foresee; to predict; to forecast; to envision; foresight; intuition; vision,7
预料,,yù liào,to forecast; to anticipate; expectation,7
预赛,,yù sài,preliminary competition; to hold preliminary heats,7
预示,,yù shì,to indicate; to foretell; to forebode; to betoken,7
预售,,yù shòu,to sell in advance,7
预算,,yù suàn,budget,7
预先,,yù xiān,beforehand; in advance,7
预言,,yù yán,to predict; prophecy,7
预兆,,yù zhào,omen; sign (of sth yet to occur); prior indication; to foreshadow,7
欲望,,yù wàng,desire; longing; appetite; craving,7
寓言,,yù yán,fable,7
寓意,,yù yì,moral (of a story); lesson to be learned; implication; message; import; metaphorical meaning,7
遇难,,yù nàn,to perish; to be killed,7
遇上,,yù shàng,to come across (sb); to run into,7
遇险,,yù xiǎn,to get into difficulties; to meet with danger,7
愈合,,yù hé,(of a wound) to heal,7
愈来愈,,yù lái yù,more and more,7
愈演愈烈,,yù yǎn yù liè,ever more critical; problems get more and more intense,7
冤,,yuān,injustice; grievance; wrong,7
冤枉,,yuān wang,to accuse wrongly; to treat unjustly; injustice; wronged; not worthwhile,7
渊源,,yuān yuán,origin; source; relationship,7
元老,,yuán lǎo,senior figure; elder; doyen,7
元首,,yuán shǒu,head of state,7
元宵节,,Yuán xiāo jié,"Lantern Festival, the final event of the Spring Festival 春节, on 15th of first month of the lunar calendar",7
原本,,yuán běn,originally; original,7
原材料,,yuán cái liào,raw and semifinished materials,7
原创,,yuán chuàng,to create (sth original); (adj.) original; originality; original work,7
原地,,yuán dì,(in) the original place; the place where one currently is; place of origin; local (product),7
原型,,yuán xíng,model; prototype; archetype,7
原汁原味,,yuán zhī yuán wèi,original; authentic,7
原装,,yuán zhuāng,genuine; intact in original packaging (not locally assembled and packaged),7
圆形,,yuán xíng,round; circular,7
缘分,,yuán fèn,fate or chance that brings people together; predestined affinity or relationship; (Budd.) destiny,7
源泉,,yuán quán,fountainhead; well-spring; water source; fig. origin,7
源头,,yuán tóu,source; fountainhead,7
源于,,yuán yú,has its origins in,7
源源不断,,yuán yuán bù duàn,a steady flow (idiom); an unending stream,7
远程,,yuǎn chéng,remote; long distance; long range,7
远见,,yuǎn jiàn,foresight; discernment; vision,7
远近闻名,,yuǎn jìn wén míng,to be known far and wide; to be well-known,7
怨恨,,yuàn hèn,to resent; to harbor a grudge against; to loathe; resentment; rancor,7
怨气,,yuàn qì,grievance; resentment; complaint,7
怨言,,yuàn yán,complaint,7
院士,,yuàn shì,scholar; academician; fellow (of an academy),7
曰,,yuē,to speak; to say,7
约定俗成,,yuē dìng sú chéng,established by popular usage (idiom); common usage agreement; customary convention,7
月初,,yuè chū,start of month; early in the month,7
月票,,yuè piào,monthly ticket,7
岳父,,yuè fù,"wife's father, father-in-law",7
岳母,,yuè mǔ,"wife's mother, mother-in-law",7
悦耳,,yuè ěr,sweet-sounding; beautiful (of sound),7
阅历,,yuè lì,to experience; experience,7
越发,,yuè fā,increasingly; more and more; ever more; all the more,7
越过,,yuè guò,to cross over; to transcend; to cover distance; to overcome; to rise above,7
晕倒,,yūn dǎo,to faint; to swoon; to black out; to become unconscious,7
陨石,,yǔn shí,meteorite; aerolite,7
孕妇,,yùn fù,pregnant woman,7
孕育,,yùn yù,"to be pregnant; to produce offspring; to nurture (a development, school of thought, artwork etc); fig. replete with (culture etc)",7
运河,,yùn hé,canal,7
运送,,yùn sòng,to transport; to carry,7
运营,,yùn yíng,"to be in operation; to do business; (of train, bus etc) to be in service; operation; service",7
运转,,yùn zhuǎn,to work; to operate; to revolve; to turn around,7
酝酿,,yùn niàng,(of alcohol) to ferment; (of a crisis) to be brewing; to mull over (an issue); to hold exploratory discussions,7
韵味,,yùn wèi,implicit charm in rhyme or sound; hinted appeal; interest,7
蕴藏,,yùn cáng,to hold in store; to contain (untapped reserves etc),7
蕴涵,,yùn hán,to contain; to accumulate; to embrace; implicit condition; implication; entailment,7
杂技,,zá jì,acrobatics,7
杂交,,zá jiāo,to hybridize; to crossbreed; promiscuity,7
杂乱无章,,zá luàn wú zhāng,disordered and in a mess (idiom); all mixed up and chaotic,7
砸,,zá,to smash; to pound; to fail; to muck up; to bungle,7
栽,,zāi,to plant; to grow; to insert; to erect (e.g. a bus stop sign); to impose sth on sb; to stumble; to fall down,7
栽培,,zāi péi,to grow; to cultivate; to train; to educate; to patronize,7
